feature,value,+,-,1,112,128,144,15,152,16,160,192,216,224,240,248,256,264,272,288,304,32,320,352,360,384,40,448,48,480,544,576,64,72,768,8,80,88,920,96,960,</s>,<s>
attn_0_0_outputs,0,2.0641625,1.6529199,-2.5499237,-2.9127715,-1.260716,-2.7723417,-2.249406,-2.0736597,-1.5236443,-0.9193266,-2.2371335,-1.8545858,-2.6499894,-1.5836253,-1.9771453,-1.6439707,-2.267991,-1.6625005,-4.3836646,-2.2024028,-0.23274131,-2.3877952,-2.1321502,-1.935684,-2.6119864,-1.2358518,-1.968892,-1.1613517,-1.6912116,-2.193304,-2.215136,-1.0666405,-1.7798343,-0.30479923,-0.79538023,-2.609227,-1.3835698,-1.6437063,-2.5209975,-1.3066244,-1.3526763,0.2108707
attn_0_0_outputs,1,0.55325484,0.72685367,-0.5234999,-0.82854605,-0.34356496,-0.5136731,-0.6900563,-0.74000424,0.6947466,0.93136334,0.10832125,-0.7318648,-0.6708261,-1.1660331,-0.62546575,-1.2827591,-0.790698,-0.8068333,-1.5319635,-1.2400198,1.495675,-0.9695181,-0.6823374,-1.0044723,0.2333978,-0.43902785,-0.55130976,0.5133585,-0.9265073,-0.8238708,-0.7390899,0.25871,-0.05366246,-1.2193373,-1.0754864,-0.005327616,-1.0697786,-0.9211709,0.8316499,-0.74313235,0.40452206,0.42501095
attn_0_0_outputs,2,1.1436023,0.83993167,0.7432353,-2.1824865,0.86635625,-1.533233,0.3626044,1.1662506,0.029064583,1.921526,-2.7232456,1.1759704,-2.1627264,-0.8785953,-0.67425954,-2.73158,-1.2598865,-0.03962204,-2.624775,-2.6638157,0.3358,0.37186655,-0.29949033,0.6904206,-0.03934044,-0.16412163,-0.5907802,0.08074164,-2.1338036,-0.87343544,-1.9304104,-0.03539526,-1.3026396,0.57419,-0.23972669,-1.0134958,-0.3248888,-1.4316459,-1.4653528,-1.2961377,0.755753,0.43867233
attn_0_0_outputs,3,1.2943972,1.2378076,0.19830331,-0.6962683,0.12342164,-1.951016,-0.63476396,-0.7511529,0.033501454,2.6080008,-1.2323543,-0.8052097,-1.4203321,-0.58982134,-1.1312046,-1.994142,-0.8591962,-0.8641927,0.10911348,-1.037523,1.0322268,-0.3215715,0.20244503,-0.7169338,0.19209655,-0.6518996,-0.5559344,0.70035017,-0.6953475,-0.86509323,-1.0463849,1.8124734,-0.6646472,-0.12300918,-0.42444754,-0.6276407,0.032421462,-1.1304877,-1.144735,-1.0568486,-0.44472465,0.3202381
attn_0_0_outputs,4,0.9818599,-0.28237236,0.019807998,-1.5927999,0.17447804,-2.3779764,1.0411025,1.9709285,0.65339863,1.623925,-2.0418227,1.4101746,-10.508291,0.35822263,1.067002,-1.8537968,-7.418746,0.4950088,-2.4352887,-1.9095467,0.37220377,-1.5149959,-2.155764,2.1541665,-0.8466547,0.81992644,-0.36837074,0.03963244,-0.5701237,-0.0845644,-9.433375,0.032476164,-6.880327,1.5796418,1.3535564,-0.7327034,0.34852758,-10.975488,-1.1143548,-7.8931284,1.1538371,-0.26312608
attn_0_0_outputs,5,0.05992452,0.6653318,-1.3204205,-1.2902031,-1.5985571,0.8873234,-3.8234055,-3.5989554,0.9655695,-2.639095,1.2487311,-2.6897948,1.118442,-2.1936452,-1.4907085,-0.27974427,-1.8914205,-2.0869162,-1.0929713,1.7929944,1.2262065,-1.0414867,0.950524,-3.294714,1.911873,-1.674597,-2.0040965,-0.37449452,-2.1943626,-1.1684984,1.2060175,2.9812088,-1.9893099,-6.890931,-2.199416,1.9410555,-2.5739574,1.3728689,1.5858004,1.1221684,1.5061014,0.4309083
attn_0_0_outputs,6,0.52620375,-0.21296492,0.3079011,0.8429141,0.41612506,0.5310031,-10.812359,-11.954843,0.77131784,-9.395028,1.3234217,-8.385097,2.2184527,-0.85430086,-7.5382347,1.2052351,-0.30191055,-9.00852,0.9663018,0.36840028,1.153851,0.47291595,2.005386,-10.040226,2.364874,-1.8505523,-0.4984512,0.5966649,-1.4690026,-8.316592,2.0550053,1.8264527,0.10815713,-14.927734,-2.070541,1.3730284,-9.021805,4.891516,2.1005914,2.0516703,1.9611034,-0.0020835625
attn_0_0_outputs,7,0.58038175,0.38886875,-0.8960786,1.3186668,-0.89338905,1.061737,-2.2313168,-1.937169,1.1420609,-0.980726,0.1571383,-1.511952,1.2950873,-0.515185,-1.1730226,0.48849154,0.12437783,-1.7520189,-0.41842294,-0.16147453,0.84699446,-2.4221604,-1.1261201,-1.7867569,0.16498543,-1.3834556,-0.7261155,0.613153,-1.2621452,-1.2403997,-0.23316754,0.12830572,1.0087426,-3.5538487,-1.4245898,0.22627741,-1.4529024,0.12922578,0.7923536,0.12445567,1.2402165,0.4441203
attn_0_0_outputs,8,0.6821019,0.9300215,0.9301871,-1.7750983,0.46579754,-2.8062754,1.739693,1.8936679,0.36730763,1.8313735,-2.765329,1.3663968,-7.0835843,0.45656973,1.3665037,-1.9339697,-3.5665147,0.03388043,-2.7288616,-2.124008,-0.038734753,-1.2579498,-1.6700308,2.7601843,-0.5500685,0.80207664,-0.8566752,-0.41294447,-1.5455759,-0.11773211,-6.4341893,0.31614333,-3.804034,0.9865277,1.5807141,-0.7880414,1.1183664,-7.4581795,-1.3251996,-4.9537644,0.84017134,0.28276786
attn_0_0_outputs,9,0.6241711,0.8224835,0.32166782,-1.4250441,0.7284322,-1.939378,0.27761492,2.1058483,0.3620244,1.2256405,-2.6481261,0.6870924,-3.1560755,-0.68583304,0.98329,-2.64909,-1.4399302,0.07820281,-2.6471977,-1.8122208,0.7051472,-1.4448742,-1.0100781,0.6432105,-0.9595916,0.80659413,0.56724834,-0.18293262,-0.39234257,-0.3388975,-3.0769765,0.2713866,-1.490801,2.0165133,0.36934766,-1.0105247,-0.0051666256,-3.038717,-1.5917149,-1.8146831,0.6401947,0.35252544
attn_0_1_outputs,0,1.7793499,1.4400842,-2.6796582,-1.588633,-1.6541244,-2.554642,-2.0413997,-2.615629,-1.0676886,-2.2538686,-1.9304277,-2.1792593,-1.3530554,-1.1622496,-2.4376204,-1.9365513,-1.4090475,-1.7117078,-3.7794113,-2.2151256,-0.9464778,-2.178308,-2.2865994,-2.0356827,-2.2404916,-0.56671935,-1.9730856,-0.5520792,-2.1689465,-2.1772597,-2.4703763,-1.0810905,-1.3572646,-0.5651085,-0.1854793,-2.3323848,-1.7594262,-2.214956,-1.7835809,-1.5619801,-1.859245,-0.38402137
