epoch,epoch_loss,split,loss,acc,sample_fn
15,0.6197336,test,0.62344766,0.7169895346248052,gumbel_soft
16,0.6210424,train,0.62042236,0.7091894270704403,gumbel_soft
16,0.6210424,val,0.6374031,0.7076732673267326,gumbel_soft
16,0.6210424,test,0.6247392,0.7116455132487196,gumbel_soft
17,0.6153778,train,0.61167926,0.7159831669279644,gumbel_soft
17,0.6153778,val,0.6112437,0.7264851485148515,gumbel_soft
17,0.6153778,test,0.6106656,0.7247828991315965,gumbel_soft
18,0.61812073,train,0.6296622,0.7206040102318673,gumbel_soft
18,0.61812073,val,0.630384,0.725990099009901,gumbel_soft
18,0.61812073,test,0.62465495,0.7205522155421955,gumbel_soft
19,0.61829937,train,0.61174697,0.7171383777539401,gumbel_soft
19,0.61829937,val,0.6130426,0.7232673267326732,gumbel_soft
19,0.61829937,test,0.61113024,0.7172122021821421,gumbel_soft
20,0.6143641,train,0.6129753,0.7156531066919712,gumbel_soft
20,0.6143641,val,0.6293031,0.7146039603960396,gumbel_soft
20,0.6143641,test,0.6170695,0.70875083500334,gumbel_soft
21,0.60708916,train,0.6101073,0.7158731468493,gumbel_soft
21,0.60708916,val,0.6144348,0.7168316831683168,gumbel_soft
21,0.60708916,test,0.60981685,0.7238922289022489,gumbel_soft
22,0.6066073,train,0.60197663,0.7197788596418846,gumbel_soft
22,0.6066073,val,0.6066223,0.7227722772277227,gumbel_soft
22,0.6066073,test,0.6053213,0.7194388777555111,gumbel_soft
23,0.6118171,train,0.6095426,0.7231894820804797,gumbel_soft
23,0.6118171,val,0.61321485,0.7222772277227723,gumbel_soft
23,0.6118171,test,0.61005956,0.7167668670674683,gumbel_soft
24,0.60922027,train,0.60199517,0.7232995021591441,gumbel_soft
24,0.60922027,val,0.6092849,0.7193069306930693,gumbel_soft
24,0.60922027,test,0.6069805,0.725896236918281,gumbel_soft
25,0.6060495,train,0.60202146,0.718321093599582,gumbel_soft
25,0.6060495,val,0.60454255,0.7235148514851485,gumbel_soft
25,0.6060495,test,0.60682875,0.713204186150078,gumbel_soft
26,0.5986931,train,0.60191286,0.719861374700883,gumbel_soft
26,0.5986931,val,0.61053777,0.717079207920792,gumbel_soft
26,0.5986931,test,0.5973821,0.7276775773769761,gumbel_soft
27,0.6002879,train,0.60370725,0.7167533074786149,gumbel_soft
27,0.6002879,val,0.6139938,0.7121287128712871,gumbel_soft
27,0.6002879,test,0.60289353,0.7181028724114896,gumbel_soft
28,0.601923,train,0.5986538,0.7229419369034848,gumbel_soft
28,0.601923,val,0.6205498,0.718069306930693,gumbel_soft
28,0.601923,test,0.6067201,0.7176575372968158,gumbel_soft
29,0.60016465,train,0.6003694,0.7205765052122012,gumbel_soft
29,0.60016465,val,0.600026,0.720049504950495,gumbel_soft
29,0.60016465,test,0.59986156,0.7230015586729014,gumbel_soft
30,0.6007581,train,0.59785634,0.7239321176114641,gumbel_soft
30,0.6007581,val,0.6029739,0.7289603960396039,gumbel_soft
30,0.6007581,test,0.59693766,0.7192162101981742,gumbel_soft
31,0.5985029,train,0.605299,0.7236845724344693,gumbel_soft
31,0.5985029,val,0.59630597,0.7264851485148515,gumbel_soft
31,0.5985029,test,0.6057476,0.7209975506568693,gumbel_soft
32,0.6008079,train,0.6039458,0.7204664851335368,gumbel_soft
32,0.6008079,val,0.60580707,0.7202970297029703,gumbel_soft
32,0.6008079,test,0.6119658,0.7158761968381206,gumbel_soft
33,0.6068261,train,0.6068103,0.7143603707676651,gumbel_soft
33,0.6068261,val,0.6119272,0.7158415841584158,gumbel_soft
33,0.6068261,test,0.6071973,0.7158761968381206,gumbel_soft
34,0.6009569,train,0.6014062,0.722996946942817,gumbel_soft
34,0.6009569,val,0.59704435,0.723019801980198,gumbel_soft
34,0.6009569,test,0.60230213,0.7205522155421955,gumbel_soft
35,0.60273904,train,0.59910154,0.7282779107187062,gumbel_soft
35,0.60273904,val,0.5963547,0.7321782178217822,gumbel_soft
35,0.60273904,test,0.6041649,0.7232242262302383,gumbel_soft
36,0.6024667,train,0.5971578,0.7248947932997772,gumbel_soft
36,0.6024667,val,0.5911595,0.7284653465346534,gumbel_soft
36,0.6024667,test,0.5977642,0.7225562235582276,gumbel_soft
37,0.60339665,train,0.60054785,0.7113073135847292,gumbel_soft
37,0.60339665,val,0.6060956,0.7106435643564356,gumbel_soft
37,0.60339665,test,0.59555626,0.7250055666889335,gumbel_soft
38,0.59679383,train,0.5937154,0.7173034078719366,gumbel_soft
38,0.59679383,val,0.59437364,0.7131188118811881,gumbel_soft
38,0.59679383,test,0.60324895,0.7154308617234469,gumbel_soft
39,0.59451365,train,0.5941812,0.7248397832604451,gumbel_soft
39,0.59451365,val,0.59942466,0.7227722772277227,gumbel_soft
39,0.59451365,test,0.5929686,0.7225562235582276,gumbel_soft
40,0.5976446,train,0.5959636,0.7199988997992134,gumbel_soft
40,0.5976446,val,0.60099983,0.7217821782178218,gumbel_soft
40,0.5976446,test,0.6020165,0.7169895346248052,gumbel_soft
41,0.59628326,train,0.60253185,0.722666886706824,gumbel_soft
41,0.59628326,val,0.6056959,0.7185643564356435,gumbel_soft
41,0.59628326,test,0.5990751,0.7227788911155645,gumbel_soft
42,0.6024122,train,0.59362316,0.7209065654481943,gumbel_soft
42,0.6024122,val,0.6012114,0.7136138613861386,gumbel_soft
42,0.6024122,test,0.59101087,0.72812291249165,gumbel_soft
43,0.5942803,train,0.59393865,0.7216492009791787,gumbel_soft
43,0.5942803,val,0.59571534,0.7267326732673267,gumbel_soft
43,0.5942803,test,0.600539,0.7194388777555111,gumbel_soft
44,0.5902173,train,0.5883767,0.7171383777539401,gumbel_soft
44,0.5902173,val,0.59148437,0.7195544554455445,gumbel_soft
44,0.5902173,test,0.58550006,0.7290135827209976,gumbel_soft
45,0.5941023,train,0.60091794,0.7199438897598812,gumbel_soft
45,0.5941023,val,0.58751196,0.7262376237623762,gumbel_soft
45,0.5941023,test,0.5810028,0.7276775773769761,gumbel_soft
46,0.5863157,train,0.5976528,0.7184586186979124,gumbel_soft
46,0.5863157,val,0.5894503,0.7289603960396039,gumbel_soft
46,0.5863157,test,0.6433945,0.7016254731685594,gumbel_soft
47,0.5951338,train,0.5911749,0.7226118766674918,gumbel_soft
47,0.5951338,val,0.6027066,0.7185643564356435,gumbel_soft
47,0.5951338,test,0.58696985,0.7181028724114896,gumbel_soft
48,0.6002782,train,0.60125905,0.7156256016723052,gumbel_soft
48,0.6002782,val,0.60869145,0.7153465346534653,gumbel_soft
48,0.6002782,test,0.5912377,0.7299042529503451,gumbel_soft
49,0.5907889,train,0.5878206,0.7245097230244519,gumbel_soft
49,0.5907889,val,0.5839794,0.7264851485148515,gumbel_soft
49,0.5907889,test,0.5869423,0.7176575372968158,gumbel_soft
50,0.5882301,train,0.582596,0.7256924388700938,gumbel_soft
50,0.5882301,val,0.5832376,0.7289603960396039,gumbel_soft
50,0.5882301,test,0.5874599,0.7221108884435538,gumbel_soft
51,0.5891678,train,0.59261435,0.7247572682014468,gumbel_soft
51,0.5891678,val,0.5986155,0.719059405940594,gumbel_soft
51,0.5891678,test,0.58760864,0.730126920507682,gumbel_soft
52,0.5853718,train,0.58740366,0.7181560634815853,gumbel_soft
52,0.5853718,val,0.59858346,0.7212871287128713,gumbel_soft
52,0.5853718,test,0.5863953,0.7203295479848586,gumbel_soft
53,0.5833919,train,0.58592933,0.7165882773606184,gumbel_soft
53,0.5833919,val,0.58444023,0.7289603960396039,gumbel_soft
53,0.5833919,test,0.58757997,0.7209975506568693,gumbel_soft
54,0.5907173,train,0.58673394,0.7214016558021838,gumbel_soft
54,0.5907173,val,0.5810797,0.7188118811881188,gumbel_soft
54,0.5907173,test,0.5806441,0.730126920507682,gumbel_soft
55,0.6090505,train,0.583395,0.7190912341502325,gumbel_soft
55,0.6090505,val,0.59154564,0.718069306930693,gumbel_soft
55,0.6090505,test,0.5930269,0.7299042529503451,gumbel_soft
56,0.58357984,train,0.5825338,0.7265450944797426,gumbel_soft
56,0.58357984,val,0.5744322,0.7289603960396039,gumbel_soft
56,0.58357984,test,0.5792494,0.725896236918281,gumbel_soft
57,0.593078,train,0.5776088,0.7311109277443133,gumbel_soft
57,0.593078,val,0.5726803,0.7324257425742574,gumbel_soft
57,0.593078,test,0.5775852,0.7312402582943666,gumbel_soft
58,0.5804252,train,0.5779176,0.7253348736144346,gumbel_soft
58,0.5804252,val,0.58496845,0.718069306930693,gumbel_soft
58,0.5804252,test,0.5845818,0.7243375640169227,gumbel_soft
59,0.5840735,train,0.57490253,0.7268201446764034,gumbel_soft
59,0.5840735,val,0.5813545,0.7319306930693069,gumbel_soft
59,0.5840735,test,0.5764586,0.7241148964595858,gumbel_soft
60,0.581043,train,0.57009983,0.7259949940864208,gumbel_soft
60,0.581043,val,0.5780279,0.7254950495049505,gumbel_soft
60,0.581043,test,0.58629364,0.7312402582943666,gumbel_soft
61,0.5749558,train,0.5738497,0.7259399840470886,gumbel_soft
61,0.5749558,val,0.56739455,0.7272277227722772,gumbel_soft
61,0.5749558,test,0.5725125,0.723669561344912,gumbel_soft
62,0.5747369,train,0.5723475,0.7230519569821492,gumbel_soft
62,0.5747369,val,0.5730942,0.7252475247524752,gumbel_soft
62,0.5747369,test,0.57288253,0.7145401914940993,gumbel_soft
63,0.5744718,train,0.5749692,0.7229419369034848,gumbel_soft
63,0.5744718,val,0.5709292,0.7274752475247525,gumbel_soft
63,0.5744718,test,0.57016444,0.7296815853930082,gumbel_soft
64,0.5776098,train,0.572416,0.7255549137717634,gumbel_soft
64,0.5776098,val,0.5758411,0.722029702970297,gumbel_soft
64,0.5776098,test,0.57422626,0.7310175907370297,gumbel_soft
65,0.5751568,train,0.57663596,0.7258024589487582,gumbel_soft
65,0.5751568,val,0.5941551,0.7193069306930693,gumbel_soft
65,0.5751568,test,0.57396287,0.7250055666889335,gumbel_soft
66,0.5765164,train,0.57566416,0.7236295623951371,gumbel_soft
66,0.5765164,val,0.5751094,0.7225247524752475,gumbel_soft
66,0.5765164,test,0.57868326,0.7290135827209976,gumbel_soft
67,0.57272863,train,0.5727856,0.7298732018593393,gumbel_soft
67,0.57272863,val,0.57089293,0.7294554455445544,gumbel_soft
67,0.57272863,test,0.56525815,0.7254509018036072,gumbel_soft
68,0.57382864,train,0.58359843,0.7268201446764034,gumbel_soft
68,0.57382864,val,0.5740772,0.7299504950495049,gumbel_soft
68,0.57382864,test,0.573415,0.7265642395902917,gumbel_soft
69,0.5707435,train,0.56766355,0.7266551145584069,gumbel_soft
69,0.5707435,val,0.571539,0.7225247524752475,gumbel_soft
69,0.5707435,test,0.57129353,0.7361389445557782,gumbel_soft
70,0.56710047,train,0.5667736,0.7250598234177738,gumbel_soft
70,0.56710047,val,0.5687611,0.722029702970297,gumbel_soft
70,0.56710047,test,0.5721321,0.7221108884435538,gumbel_soft
71,0.56809425,train,0.5737541,0.7239046125917981,gumbel_soft
71,0.56809425,val,0.5726118,0.725,gumbel_soft
71,0.56809425,test,0.576349,0.7303495880650189,gumbel_soft
72,0.5746785,train,0.5686013,0.7265175894600765,gumbel_soft
72,0.5746785,val,0.5723857,0.7242574257425742,gumbel_soft
72,0.5746785,test,0.5695327,0.7227788911155645,gumbel_soft
73,0.5682986,train,0.5640337,0.7297356767610089,gumbel_soft
73,0.5682986,val,0.5695543,0.7272277227722772,gumbel_soft
73,0.5682986,test,0.5789645,0.7250055666889335,gumbel_soft
74,0.5713391,train,0.5758885,0.7227494017658223,gumbel_soft
74,0.5713391,val,0.5720921,0.7262376237623762,gumbel_soft
74,0.5713391,test,0.57043904,0.7270095747049655,gumbel_soft
75,0.5668337,train,0.5675968,0.7233270071788102,gumbel_soft
75,0.5668337,val,0.57216144,0.7287128712871287,gumbel_soft
75,0.5668337,test,0.58011025,0.7292362502783345,gumbel_soft
76,0.5692926,train,0.5657153,0.728222900679374,gumbel_soft
76,0.5692926,val,0.58237576,0.7227722772277227,gumbel_soft
76,0.5692926,test,0.5669499,0.732353596081051,gumbel_soft
77,0.5699441,train,0.56640786,0.7277553153450504,gumbel_soft
77,0.5699441,val,0.5671385,0.722029702970297,gumbel_soft
77,0.5699441,test,0.57401717,0.7290135827209976,gumbel_soft
78,0.5674979,train,0.5703641,0.7304508072723273,gumbel_soft
78,0.5674979,val,0.5716665,0.725,gumbel_soft
78,0.5674979,test,0.5760574,0.725896236918281,gumbel_soft
79,0.5669154,train,0.56686777,0.7271502049123965,gumbel_soft
79,0.5669154,val,0.5697146,0.724009900990099,gumbel_soft
79,0.5669154,test,0.56621045,0.7303495880650189,gumbel_soft
80,0.5641124,train,0.5693218,0.729158071348021,gumbel_soft
80,0.5641124,val,0.56341255,0.7336633663366336,gumbel_soft
80,0.5641124,test,0.56606674,0.7252282342462704,gumbel_soft
81,0.56995445,train,0.57900214,0.7249498033391094,gumbel_soft
81,0.56995445,val,0.57287276,0.7272277227722772,gumbel_soft
81,0.56995445,test,0.5726511,0.7223335560008907,gumbel_soft
82,0.56775284,train,0.5786512,0.7238220975327997,gumbel_soft
82,0.56775284,val,0.57300884,0.7217821782178218,gumbel_soft
82,0.56775284,test,0.5637572,0.7336896014250723,gumbel_soft
83,0.5661872,train,0.59248143,0.7183761036389141,gumbel_soft
83,0.5661872,val,0.5808467,0.7304455445544554,gumbel_soft
83,0.5661872,test,0.6193341,0.7143175239367624,gumbel_soft
84,0.59023005,train,0.5967296,0.7229144318838188,gumbel_soft
84,0.59023005,val,0.59118235,0.725,gumbel_soft
84,0.59023005,test,0.5995003,0.7120908483633934,gumbel_soft
85,0.5838081,train,0.5746252,0.730698352449322,gumbel_soft
85,0.5838081,val,0.6141941,0.7150990099009901,gumbel_soft
85,0.5838081,test,0.58507323,0.7232242262302383,gumbel_soft
86,0.5775644,train,0.57359374,0.7277828203647165,gumbel_soft
86,0.5775644,val,0.5713976,0.724009900990099,gumbel_soft
86,0.5775644,test,0.57169616,0.7192162101981742,gumbel_soft
87,0.5780651,train,0.56589156,0.7321011084522926,gumbel_soft
87,0.5780651,val,0.58027095,0.7309405940594059,gumbel_soft
87,0.5780651,test,0.57392794,0.7207748830995324,gumbel_soft
88,0.5703856,train,0.5714808,0.7244272079654537,gumbel_soft
88,0.5703856,val,0.5702243,0.7304455445544554,gumbel_soft
88,0.5703856,test,0.5759205,0.7247828991315965,gumbel_soft
89,0.57378215,train,0.5664184,0.7296256566823446,gumbel_soft
89,0.57378215,val,0.57446635,0.7326732673267327,gumbel_soft
89,0.57378215,test,0.57288694,0.7218882208862168,gumbel_soft
90,0.5685325,train,0.5682185,0.7295156366036801,gumbel_soft
90,0.5685325,val,0.5778475,0.7277227722772277,gumbel_soft
90,0.5685325,test,0.5674484,0.7250055666889335,gumbel_soft
91,0.5713306,train,0.56633115,0.7246472481227824,gumbel_soft
91,0.5713306,val,0.6388261,0.7242574257425742,gumbel_soft
91,0.5713306,test,0.5720053,0.7172122021821421,gumbel_soft
92,0.5663345,train,0.56527996,0.7302032620953324,gumbel_soft
92,0.5663345,val,0.57516056,0.7297029702970297,gumbel_soft
92,0.5663345,test,0.5810953,0.727900244934313,gumbel_soft
93,0.56831145,train,0.5641586,0.731963583353962,gumbel_soft
93,0.56831145,val,0.56593525,0.7297029702970297,gumbel_soft
93,0.56831145,test,0.5698133,0.7274549098196392,gumbel_soft
94,0.5676175,train,0.5638043,0.7258574689880903,gumbel_soft
94,0.5676175,val,0.5659393,0.7252475247524752,gumbel_soft
94,0.5676175,test,0.5697771,0.727900244934313,gumbel_soft
95,0.56651795,train,0.5737567,0.724537228044118,gumbel_soft
95,0.56651795,val,0.5721182,0.7299504950495049,gumbel_soft
95,0.56651795,test,0.57447684,0.7230015586729014,gumbel_soft
96,0.57132864,train,0.5688569,0.7278103253843826,gumbel_soft
96,0.57132864,val,0.569667,0.7247524752475247,gumbel_soft
96,0.57132864,test,0.57566607,0.7227788911155645,gumbel_soft
97,0.56813604,train,0.564017,0.72635255934208,gumbel_soft
97,0.56813604,val,0.62578946,0.7232673267326732,gumbel_soft
97,0.56813604,test,0.5766062,0.7138721888220886,gumbel_soft
98,0.5694984,train,0.56607515,0.726682619578073,gumbel_soft
98,0.5694984,val,0.570794,0.7289603960396039,gumbel_soft
98,0.5694984,test,0.5681354,0.7330215987530617,gumbel_soft
99,0.5665107,train,0.56771487,0.728552960915367,gumbel_soft
99,0.5665107,val,0.57257074,0.7245049504950495,gumbel_soft
99,0.5665107,test,0.56722254,0.7307949231796927,gumbel_soft
100,0.57540333,train,0.5665546,0.725747448909426,gumbel_soft
100,0.57540333,val,0.68369263,0.7121287128712871,gumbel_soft
100,0.57540333,test,0.57873046,0.7270095747049655,gumbel_soft
101,0.58695716,train,0.59566337,0.7199163847402151,gumbel_soft
101,0.58695716,val,0.5702446,0.7193069306930693,gumbel_soft
101,0.58695716,test,0.5726412,0.7158761968381206,gumbel_soft
102,0.591171,train,0.58405143,0.7255824187914295,gumbel_soft
102,0.591171,val,0.58006895,0.7205445544554455,gumbel_soft
102,0.591171,test,0.61039793,0.7307949231796927,gumbel_soft
103,0.57950747,train,0.57505727,0.7282779107187062,gumbel_soft
103,0.57950747,val,0.5699293,0.7314356435643564,gumbel_soft
103,0.57950747,test,0.5752959,0.7250055666889335,gumbel_soft
104,0.57848996,train,0.5786287,0.7247022581621145,gumbel_soft
104,0.57848996,val,0.5774672,0.7282178217821782,gumbel_soft
104,0.57848996,test,0.56694865,0.725896236918281,gumbel_soft
105,0.5742026,train,0.5772682,0.725142338476772,gumbel_soft
105,0.5742026,val,0.57496035,0.725,gumbel_soft
105,0.5742026,test,0.5787565,0.7290135827209976,gumbel_soft
106,0.57444024,train,0.5778586,0.7266551145584069,gumbel_soft
106,0.57444024,val,0.5694311,0.7267326732673267,gumbel_soft
106,0.57444024,test,0.57409525,0.7303495880650189,gumbel_soft
107,0.5782913,train,0.5714356,0.7291855763676871,gumbel_soft
107,0.5782913,val,0.56956404,0.7321782178217822,gumbel_soft
107,0.5782913,test,0.5715051,0.7223335560008907,gumbel_soft
108,0.5703621,train,0.5772729,0.7208790604285282,gumbel_soft
108,0.5703621,val,0.5723906,0.7252475247524752,gumbel_soft
108,0.5703621,test,0.56938136,0.725896236918281,gumbel_soft
109,0.57407093,train,0.57677406,0.7274527601287235,gumbel_soft
109,0.57407093,val,0.5756226,0.7235148514851485,gumbel_soft
109,0.57407093,test,0.57180923,0.7243375640169227,gumbel_soft
110,0.57730836,train,0.58251745,0.7234920372968067,gumbel_soft
110,0.57730836,val,0.57427335,0.724009900990099,gumbel_soft
110,0.57730836,test,0.5744802,0.7334669338677354,gumbel_soft
111,0.57559055,train,0.57600766,0.7245647330637841,gumbel_soft
111,0.57559055,val,0.56785744,0.7235148514851485,gumbel_soft
111,0.57559055,test,0.5728983,0.7218882208862168,gumbel_soft
112,0.57235694,train,0.56550807,0.7287179910333635,gumbel_soft
112,0.57235694,val,0.5683435,0.721039603960396,gumbel_soft
112,0.57235694,test,0.570855,0.7254509018036072,gumbel_soft
113,0.575183,train,0.5762212,0.7259399840470886,gumbel_soft
113,0.575183,val,0.5641296,0.7252475247524752,gumbel_soft
113,0.575183,test,0.5909463,0.7272322422623024,gumbel_soft
114,0.58547187,train,0.58071595,0.7244822180047858,gumbel_soft
114,0.58547187,val,0.5916521,0.7217821782178218,gumbel_soft
114,0.58547187,test,0.57901686,0.7194388777555111,gumbel_soft
115,0.5888578,train,0.5908588,0.7243721979261215,gumbel_soft
115,0.5888578,val,0.5798409,0.7274752475247525,gumbel_soft
115,0.5888578,test,0.60077757,0.7216655533288799,gumbel_soft
116,0.5818257,train,0.5783553,0.7255549137717634,gumbel_soft
116,0.5818257,val,0.58414614,0.723019801980198,gumbel_soft
116,0.5818257,test,0.59011716,0.7341349365397462,gumbel_soft
117,0.5780299,train,0.5781289,0.7251973485161042,gumbel_soft
117,0.5780299,val,0.58027774,0.7227722772277227,gumbel_soft
117,0.5780299,test,0.5841869,0.7285682476063238,gumbel_soft
118,0.58582073,train,0.5781082,0.7246197431031163,gumbel_soft
118,0.58582073,val,0.5777837,0.7287128712871287,gumbel_soft
118,0.58582073,test,0.58273834,0.7223335560008907,gumbel_soft
119,0.5860182,train,0.57380635,0.7248397832604451,gumbel_soft
119,0.5860182,val,0.59028924,0.7148514851485148,gumbel_soft
119,0.5860182,test,0.5910687,0.7201068804275217,gumbel_soft
120,0.5905596,train,0.5786704,0.7238220975327997,gumbel_soft
120,0.5905596,val,0.57307136,0.7267326732673267,gumbel_soft
120,0.5905596,test,0.57505494,0.7312402582943666,gumbel_soft
121,0.58241236,train,0.593006,0.7209890805071926,gumbel_soft
121,0.58241236,val,0.5699935,0.7331683168316832,gumbel_soft
121,0.58241236,test,0.5782542,0.7203295479848586,gumbel_soft
122,0.5785537,train,0.5770015,0.7240421376901285,gumbel_soft
122,0.5785537,val,0.590999,0.7198019801980198,gumbel_soft
122,0.5785537,test,0.58202237,0.7196615453128479,gumbel_soft
123,0.58310366,train,0.5806811,0.7253623786341007,gumbel_soft
123,0.58310366,val,0.5869772,0.7232673267326732,gumbel_soft
123,0.58310366,test,0.62031907,0.7225562235582276,gumbel_soft
124,0.57911414,train,0.5754019,0.7251148334571059,gumbel_soft
124,0.57911414,val,0.56983876,0.7316831683168317,gumbel_soft
124,0.57911414,test,0.57401425,0.7198842128701848,gumbel_soft
125,0.57270163,train,0.5805946,0.7228594218444866,gumbel_soft
125,0.57270163,val,0.5720926,0.7245049504950495,gumbel_soft
125,0.57270163,test,0.5766767,0.7136495212647517,gumbel_soft
126,0.57822376,train,0.5816133,0.7215391809005144,gumbel_soft
126,0.57822376,val,0.5668569,0.7227722772277227,gumbel_soft
126,0.57822376,test,0.58407015,0.7230015586729014,gumbel_soft
127,0.5744342,train,0.5900388,0.7240421376901285,gumbel_soft
127,0.5744342,val,0.5670155,0.7287128712871287,gumbel_soft
127,0.5744342,test,0.58031136,0.7283455800489869,gumbel_soft
128,0.58300465,train,0.583268,0.7240146326704624,gumbel_soft
128,0.58300465,val,0.6031777,0.7272277227722772,gumbel_soft
128,0.58300465,test,0.6250859,0.706746826987308,gumbel_soft
129,0.57824653,train,0.57831985,0.723271997139478,gumbel_soft
129,0.57824653,val,0.5814763,0.7195544554455445,gumbel_soft
129,0.57824653,test,0.57167137,0.727900244934313,gumbel_soft
130,0.57974404,train,0.5719347,0.7283054157383723,gumbel_soft
130,0.57974404,val,0.5729435,0.7306930693069307,gumbel_soft
130,0.57974404,test,0.5763496,0.7207748830995324,gumbel_soft
131,0.5701826,train,0.57546675,0.7197238496025524,gumbel_soft
131,0.5701826,val,0.5718719,0.7212871287128713,gumbel_soft
131,0.5701826,test,0.5821574,0.7063014918726341,gumbel_soft
132,0.5843862,train,0.575018,0.7296531617020107,gumbel_soft
132,0.5843862,val,0.5733226,0.7309405940594059,gumbel_soft
132,0.5843862,test,0.5721311,0.7334669338677354,gumbel_soft
133,0.57158995,train,0.5766555,0.7261600242044173,gumbel_soft
133,0.57158995,val,0.57885635,0.7272277227722772,gumbel_soft
133,0.57158995,test,0.6074249,0.71520819416611,gumbel_soft
134,0.5758251,train,0.58082706,0.7208240503891961,gumbel_soft
134,0.5758251,val,0.5840624,0.7165841584158416,gumbel_soft
134,0.5758251,test,0.5731007,0.7118681808060565,gumbel_soft
135,0.5701102,train,0.5817547,0.7239871276507963,gumbel_soft
135,0.5701102,val,0.5788158,0.7277227722772277,gumbel_soft
135,0.5701102,test,0.6205421,0.7129815185927411,gumbel_soft
136,0.57726383,train,0.57924706,0.7231619770608136,gumbel_soft
136,0.57726383,val,0.6038632,0.7222772277227723,gumbel_soft
136,0.57726383,test,0.57272166,0.7256735693609441,gumbel_soft
137,0.5835317,train,0.5781191,0.7242896828671233,gumbel_soft
137,0.5835317,val,0.5734085,0.7274752475247525,gumbel_soft
137,0.5835317,test,0.57520455,0.7232242262302383,gumbel_soft
138,0.57201225,train,0.5705214,0.7235745523558049,gumbel_soft
138,0.57201225,val,0.5694979,0.7242574257425742,gumbel_soft
138,0.57201225,test,0.5773339,0.7165441995101314,gumbel_soft
139,0.5804564,train,0.5858322,0.7132601699810215,gumbel_soft
139,0.5804564,val,0.5894222,0.7061881188118811,gumbel_soft
139,0.5804564,test,0.58919847,0.7123135159207303,gumbel_soft
140,0.58639294,train,0.578462,0.7171933877932722,gumbel_soft
140,0.58639294,val,0.64776963,0.7185643564356435,gumbel_soft
140,0.58639294,test,0.666233,0.7040748162992652,gumbel_soft
141,0.5890041,train,0.58981335,0.7211541106251891,gumbel_soft
141,0.5890041,val,0.58580697,0.721039603960396,gumbel_soft
141,0.5890041,test,0.5877251,0.7203295479848586,gumbel_soft
